term_id,term,normalized,category,language,status
,recurrent abnormal alveolar type ii pneumocyte morphology,recurrent abnormal alveolar type ii pneumocyte morphology,symptom_modifier,english,active
,recurrent abnormal alveolar volume,recurrent abnormal alveolar volume,symptom_modifier,english,active
,recurrent abnormal amino acid levels in cerebrospinal fluid,recurrent abnormal amino acid levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal amniotic fluid,recurrent abnormal amniotic fluid,symptom_modifier,english,active
,recurrent abnormal amniotic fluid protein concentration,recurrent abnormal amniotic fluid protein concentration,symptom_modifier,english,active
,recurrent abnormal amplitude of dark-adapted bright flash electroretinogram,recurrent abnormal amplitude of dark-adapted bright flash electroretinogram,symptom_modifier,english,active
,recurrent abnormal amplitude of dark-adapted dim flash electroretinogram,recurrent abnormal amplitude of dark-adapted dim flash electroretinogram,symptom_modifier,english,active
,recurrent abnormal amplitude of flash visual evoked potentials,recurrent abnormal amplitude of flash visual evoked potentials,symptom_modifier,english,active
,recurrent abnormal amplitude of light-adapted flicker electroretinogram,recurrent abnormal amplitude of light-adapted flicker electroretinogram,symptom_modifier,english,active
,recurrent abnormal amplitude of light-adapted single flash electroretinogram,recurrent abnormal amplitude of light-adapted single flash electroretinogram,symptom_modifier,english,active
,recurrent abnormal amplitude of pattern electroretinogram,recurrent abnormal amplitude of pattern electroretinogram,symptom_modifier,english,active
,recurrent abnormal amplitude of pattern onset/offset vep,recurrent abnormal amplitude of pattern onset/offset vep,symptom_modifier,english,active
,recurrent abnormal amplitude of pattern onset/offset visual evoked potentials,recurrent abnormal amplitude of pattern onset/offset visual evoked potentials,symptom_modifier,english,active
,recurrent abnormal amplitude of pattern reversal visual evoked potentials,recurrent abnormal amplitude of pattern reversal visual evoked potentials,symptom_modifier,english,active
,recurrent abnormal amsler grid test,recurrent abnormal amsler grid test,symptom_modifier,english,active
,recurrent abnormal amygdala morphology,recurrent abnormal amygdala morphology,symptom_modifier,english,active
,recurrent abnormal amyloid beta 40 peptide csf concentration,recurrent abnormal amyloid beta 40 peptide csf concentration,symptom_modifier,english,active
,recurrent abnormal amyloid beta 42 peptide csf concentration,recurrent abnormal amyloid beta 42 peptide csf concentration,symptom_modifier,english,active
,recurrent abnormal amyloid beta peptide csf concentration,recurrent abnormal amyloid beta peptide csf concentration,symptom_modifier,english,active
,recurrent abnormal anatomic location of the heart,recurrent abnormal anatomic location of the heart,symptom_modifier,english,active
,recurrent abnormal ankle bones,recurrent abnormal ankle bones,symptom_modifier,english,active
,recurrent abnormal ankle morphology,recurrent abnormal ankle morphology,symptom_modifier,english,active
,recurrent abnormal ankle physiology,recurrent abnormal ankle physiology,symptom_modifier,english,active
,recurrent abnormal antehelix,recurrent abnormal antehelix,symptom_modifier,english,active
,recurrent abnormal anterior chamber morphology,recurrent abnormal anterior chamber morphology,symptom_modifier,english,active
,recurrent abnormal anterior cricoarytenoid muscle morphology,recurrent abnormal anterior cricoarytenoid muscle morphology,symptom_modifier,english,active
,recurrent abnormal anterior eye segment morphology,recurrent abnormal anterior eye segment morphology,symptom_modifier,english,active
,recurrent abnormal anterior fontanelle morphology,recurrent abnormal anterior fontanelle morphology,symptom_modifier,english,active
,recurrent abnormal anterior horn cell morphology,recurrent abnormal anterior horn cell morphology,symptom_modifier,english,active
,recurrent abnormal anterior segment morphology,recurrent abnormal anterior segment morphology,symptom_modifier,english,active
,recurrent abnormal anterior semicircular canal morphology,recurrent abnormal anterior semicircular canal morphology,symptom_modifier,english,active
,recurrent abnormal anteroposterior retina thickness on oct,recurrent abnormal anteroposterior retina thickness on oct,symptom_modifier,english,active
,recurrent abnormal anthelix,recurrent abnormal anthelix,symptom_modifier,english,active
,recurrent abnormal antihelix,recurrent abnormal antihelix,symptom_modifier,english,active
,recurrent abnormal antihelix morphology,recurrent abnormal antihelix morphology,symptom_modifier,english,active
,recurrent abnormal antimullerian hormone level,recurrent abnormal antimullerian hormone level,symptom_modifier,english,active
,recurrent abnormal antitragus morphology,recurrent abnormal antitragus morphology,symptom_modifier,english,active
,recurrent abnormal antral follicle count,recurrent abnormal antral follicle count,symptom_modifier,english,active
,recurrent abnormal anus morphology,recurrent abnormal anus morphology,symptom_modifier,english,active
,recurrent abnormal anus physiology,recurrent abnormal anus physiology,symptom_modifier,english,active
,recurrent abnormal anus position,recurrent abnormal anus position,symptom_modifier,english,active
,recurrent abnormal aorta morphology,recurrent abnormal aorta morphology,symptom_modifier,english,active
,recurrent abnormal aortic arch morphology,recurrent abnormal aortic arch morphology,symptom_modifier,english,active
,recurrent abnormal aortic morphology,recurrent abnormal aortic morphology,symptom_modifier,english,active
,recurrent abnormal aortic physiology,recurrent abnormal aortic physiology,symptom_modifier,english,active
,recurrent abnormal aortic valve cusp morphology,recurrent abnormal aortic valve cusp morphology,symptom_modifier,english,active
,recurrent abnormal aortic valve morphology,recurrent abnormal aortic valve morphology,symptom_modifier,english,active
,recurrent abnormal aortic valve physiology,recurrent abnormal aortic valve physiology,symptom_modifier,english,active
,recurrent abnormal apolipoprotein level,recurrent abnormal apolipoprotein level,symptom_modifier,english,active
,recurrent abnormal apoptosis,recurrent abnormal apoptosis,symptom_modifier,english,active
,recurrent abnormal appendicular skeleton morphology,recurrent abnormal appendicular skeleton morphology,symptom_modifier,english,active
,recurrent abnormal arachnoid mater morphology,recurrent abnormal arachnoid mater morphology,symptom_modifier,english,active
,recurrent abnormal arcuate artery endothelium morphology,recurrent abnormal arcuate artery endothelium morphology,symptom_modifier,english,active
,recurrent abnormal arcuate artery intima/media morphology,recurrent abnormal arcuate artery intima/media morphology,symptom_modifier,english,active
,recurrent abnormal arcuate artery lumen morphology,recurrent abnormal arcuate artery lumen morphology,symptom_modifier,english,active
,recurrent abnormal arcuate artery morphology,recurrent abnormal arcuate artery morphology,symptom_modifier,english,active
,recurrent abnormal arcuate vein intima/media morphology,recurrent abnormal arcuate vein intima/media morphology,symptom_modifier,english,active
,recurrent abnormal arcuate vein lumen morphology,recurrent abnormal arcuate vein lumen morphology,symptom_modifier,english,active
,recurrent abnormal arcuate vein morphology,recurrent abnormal arcuate vein morphology,symptom_modifier,english,active
,recurrent abnormal areolar morphology,recurrent abnormal areolar morphology,symptom_modifier,english,active
,recurrent abnormal arginine levels in cerebrospinal fluid,recurrent abnormal arginine levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal arm span,recurrent abnormal arm span,symptom_modifier,english,active
,recurrent abnormal aromatase activity,recurrent abnormal aromatase activity,symptom_modifier,english,active
,recurrent abnormal aromatic amino acid levels in cerebrospinal fluid,recurrent abnormal aromatic amino acid levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal arterial physiology,recurrent abnormal arterial physiology,symptom_modifier,english,active
,recurrent abnormal aryepiglottic fold morphology,recurrent abnormal aryepiglottic fold morphology,symptom_modifier,english,active
,recurrent abnormal aryepiglottic folds,recurrent abnormal aryepiglottic folds,symptom_modifier,english,active
,recurrent abnormal ascending aorta morphology,recurrent abnormal ascending aorta morphology,symptom_modifier,english,active
,recurrent abnormal aspartate-family amino acid levels in cerebrospinal fluid,recurrent abnormal aspartate-family amino acid levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal aspartic acid levels in cerebrospinal fluid,recurrent abnormal aspartic acid levels in cerebrospinal fluid,symptom_modifier,english,active
,recurrent abnormal astrocyte morphology,recurrent abnormal astrocyte morphology,symptom_modifier,english,active
,recurrent abnormal atrial arrangement,recurrent abnormal atrial arrangement,symptom_modifier,english,active
,recurrent abnormal atrial septum morphology,recurrent abnormal atrial septum morphology,symptom_modifier,english,active
,recurrent abnormal atrioventricular conduction,recurrent abnormal atrioventricular conduction,symptom_modifier,english,active
,recurrent abnormal atrioventricular connection,recurrent abnormal atrioventricular connection,symptom_modifier,english,active
,recurrent abnormal atrioventricular connexion,recurrent abnormal atrioventricular connexion,symptom_modifier,english,active
,recurrent abnormal atrioventricular valve morphology,recurrent abnormal atrioventricular valve morphology,symptom_modifier,english,active
,recurrent abnormal atrioventricular valve physiology,recurrent abnormal atrioventricular valve physiology,symptom_modifier,english,active
,recurrent abnormal auditory canal morphology,recurrent abnormal auditory canal morphology,symptom_modifier,english,active
,recurrent abnormal auditory evoked potentials,recurrent abnormal auditory evoked potentials,symptom_modifier,english,active
,recurrent abnormal auditory function study,recurrent abnormal auditory function study,symptom_modifier,english,active
,recurrent abnormal auditory reflex,recurrent abnormal auditory reflex,symptom_modifier,english,active
,recurrent abnormal automated kinetic perimetry test,recurrent abnormal automated kinetic perimetry test,symptom_modifier,english,active
,recurrent abnormal autonomic nervous system morphology,recurrent abnormal autonomic nervous system morphology,symptom_modifier,english,active
,recurrent abnormal autonomic nervous system physiology,recurrent abnormal autonomic nervous system physiology,symptom_modifier,english,active
,recurrent abnormal axial muscle morphology,recurrent abnormal axial muscle morphology,symptom_modifier,english,active
,recurrent abnormal axial skeleton morphology,recurrent abnormal axial skeleton morphology,symptom_modifier,english,active
,recurrent abnormal axonemal organisation of respiratory motile cilia,recurrent abnormal axonemal organisation of respiratory motile cilia,symptom_modifier,english,active
,recurrent abnormal axonemal organization of respiratory motile cilia,recurrent abnormal axonemal organization of respiratory motile cilia,symptom_modifier,english,active
